Gorod_PP_sokr;Город_ПП;ID;Год_Поступления;КодФакультета;Город_УЗ;Тип_УЗ;Пол;Основания;Изучаемый_Язык;Страна_ПП;Регион_ПП;Общежитие;Страна_Родители;Село;Иностранец;ЕГЭ;Общий балл;Тип паузы после УЗ;Месяц рождения;Наличие_Матери;Наличие_Отца;Статус;Код_группы;God_GR;Vozrast_to_VUS;Количество поступавших из города
Барнаул;Барнаул;70899;2015;25.0;Алтайский Край;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;67;поступил сразу;06;0;0.0;4;19469;1998;17.0833333333333;6861
Барнаул;Барнаул;65121;2014;34.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;84;поступил сразу;07;0;0.0;4;18186;1996;18;6861
Барнаул;Барнаул;51742;2012;35.0;не указано;не указано;Муж;ОО;нет данных;Россия;Алтайский край;0;Россия;0.0;0.0;1;88;нет данных об обучении до ВУЗа;09;1;1.0;4;15000;1994;17.8333333333333;6861
малое поселение;Новопокровка;49935;2013;25.0;Казахстан;средняя школа;Жен;ОО;Английский язык;Казахстан;Казахстан;1;Казахстан;1.0;0.0;1;58;поступил сразу;11;0;0.0;4;16863;1994;18.6666666666667;5
неизвестно;неизвестно;73023;2015;30.0;не указано;не указано;Муж;БН;нет данных;не указана;не указано;0;не указана;0.0;0.0;1;60;нет данных об обучении до ВУЗа;10;1;1.0;4;19444;1996;18.6666666666667;490
Барнаул;Барнаул;72918;2015;26.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;97;поступил сразу;03;0;0.0;4;18522;1994;21.3333333333333;6861
Заринск;Заринск;65234;2014;34.0;Заринск;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;57;два года;06;0;0.0;3;15935;1994;20.0833333333333;129
Барнаул;Барнаул;82685;2017;41.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;55.38;поступил сразу;03;1;1.0;3;22269;1999;18.3333333333333;6861
Барнаул;Барнаул;65986;2014;35.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;72;поступил сразу;03;0;0.0;4;18859;1996;18.3333333333333;6861
Барнаул;Барнаул;69618;2015;27.0;Заринск;средняя школа;Муж;БН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;50;поступил сразу;06;0;0.0;4;20640;1997;18.0833333333333;6861
малое поселение;Малоенисейское;49397;2013;31.0;Бийск;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;74;поступил сразу;06;0;0.0;4;17391;1995;18;4
Барнаул;Барнаул;57799;2012;51.0;Барнаул;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;не указана;0.0;0.0;1;86;нет данных об обучении до ВУЗа;05;1;1.0;4;15143;1994;18.1666666666667;6861
Барнаул;Барнаул;76534;2016;26.0;Бийск;средняя школа;Муж;ДН;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;52;поступил сразу;08;1;1.0;-1;21706;1998;17.9166666666667;6861
Барнаул;Барнаул;78081;2016;26.0;Барнаул;ФГБОУ ВО;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;93;поступил сразу;02;1;1.0;4;19577;1993;23.4166666666667;6861
Бийск;Бийск;88702;2018;26.0;Бийск;ФГБОУ ВО;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;35;два года;01;1;1.0;4;21756;1995;23.5;540
Рубцовск;Рубцовск;52228;2013;41.0;Барнаул;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;не указано;1;44;от 5 до 10 лет;09;0;0.0;3;12125;1988;24.8333333333333;190
Барнаул;Барнаул;75431;2016;25.0;Барнаул;ФГБОУ ВПО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;90;от 5 до 10 лет;09;1;1.0;4;19779;1989;26.8333333333333;6861
Смоленское;Смоленское;78661;2016;45.0;Бийск;техникум;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;47;свыше 10 лет;10;1;1.0;3;20735;1979;36.75;25
Барнаул;Барнаул;69668;2015;27.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;49;поступил сразу;11;0;0.0;3;15878;1997;17.6666666666667;6861
Барнаул;Барнаул;51140;2013;35.0;Барнаул;Лицей;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;54;поступил сразу;01;0;0.0;3;13627;1995;18.5;6861
Жезкент;Жезкент;70448;2015;31.0;Казахстан;средняя школа;Жен;БН;Английский язык;Казахстан;Казахстан;1;Казахстан;1.0;0.0;1;67;поступил сразу;04;0;0.0;4;20946;1997;18.25;10
Барнаул;Барнаул;67380;2014;41.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;55.995;поступил сразу;03;0;0.0;3;19283;1996;18.3333333333333;6861
Барнаул;Барнаул;68260;2014;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;63;три года;05;0;0.0;4;17039;1982;32.0833333333333;6861
Барнаул;Барнаул;71517;2015;26.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;83;поступил сразу;07;0;0.0;4;19429;1997;17.9166666666667;6861
Бийск;Бийск;84073;2017;26.0;Новосибирск;ФГБОУ ВО;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;43;поступил сразу;04;1;1.0;4;20894;1994;23.1666666666667;540
Барнаул;Барнаул;72238;2015;26.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;97;поступил сразу;12;0;0.0;4;18326;1992;22.5833333333333;6861
Кулунда;Кулунда;69607;2015;27.0;Алтайский Край;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;50;один год;07;0;0.0;3;17525;1996;19;31
Барнаул;Барнаул;66467;2014;25.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;три года;01;0;0.0;4;15512;1990;24.5;6861
Николаевка;Николаевка;49293;2013;27.0;Алтайский Край;средняя школа;Муж;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;77;поступил сразу;07;0;0.0;4;16835;1995;18;16
Белокуриха;Белокуриха;92956;2019;45.0;Бийск;Колледж;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;60;от 5 до 10 лет;12;0;0.0;3;22328;1992;26.5833333333333;88
Троицкое;Троицкое;86335;2018;27.0;Барнаул;ФГБОУ ВО;Муж;БН;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;68;поступил сразу;04;1;1.0;3;21005;1994;24.25;41
Новоалтайск;Новоалтайск;87508;2018;25.0;Новоалтайск;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;69;поступил сразу;01;1;1.0;-1;21882;2001;17.5;398
Барнаул;Барнаул;71553;2015;26.0;Алтайский Край;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;74;поступил сразу;09;0;0.0;4;19437;1997;17.8333333333333;6861
Новоалтайск;Новоалтайск;70781;2015;35.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;90;поступил сразу;08;0;0.0;4;17352;1993;21.9166666666667;398
Барнаул;Барнаул;89925;2019;24.0;Барнаул;техникум;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;88;один год;05;0;0.0;3;21807;1998;21.1666666666667;6861
Барнаул;Барнаул;78792;2016;25.0;Алтайский Край;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;74.1;два года;01;1;1.0;4;18889;1997;19.5;6861
Бийск;Бийск;69084;2014;48.0;Бийск;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;62.505;два года;12;0;0.0;3;17152;1994;19.5;540
Новоалтайск;Новоалтайск;75884;2016;25.0;Новоалтайск;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;57;поступил сразу;05;1;1.0;3;19881;1998;18.1666666666667;398
Барнаул;Барнаул;50308;2012;34.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;не указана;0.0;0.0;1;58;поступил сразу;02;1;1.0;4;16903;1993;19.4166666666667;6861
малое поселение;Серебрянск;87953;2018;24.0;Казахстан;средняя школа;Жен;СН;Английский язык;Казахстан;Казахстан;1;Казахстан;0.0;1.0;0;62.64;поступил сразу;11;1;1.0;3;20216;2000;17.6666666666667;2
Алейск;Алейск;74755;2016;24.0;Алтайский Край;средняя школа;Муж;ДН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;51;поступил сразу;12;1;1.0;4;20642;1998;17.5833333333333;70
Барнаул;Барнаул;72293;2015;30.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;59;поступил сразу;01;0;0.0;4;17244;1992;23.4166666666667;6861
